date,weighted_price,ma_20,ma_60,ma_120,ma_240
2021-03-02,83.21975445033934,,,,
2021-03-03,94.32541150575103,,,,
2021-03-04,78.40578402554489,,,,
2021-03-05,82.9951103806538,,,,
2021-03-08,88.7053657951158,,,,
2021-03-09,96.84794954325781,,,,
2021-03-10,94.34297116135768,,,,
2021-03-11,81.63189490820605,,,,
2021-03-12,89.15893269009703,,,,
2021-03-15,104.20702576298658,,,,
2021-03-16,91.05977282475686,,,,
2021-03-17,93.02573314982415,,,,
2021-03-18,95.70085349952942,,,,
2021-03-19,111.99860001818683,,,,
2021-03-22,91.18059780994341,,,,
2021-03-23,83.79861702147046,,,,
2021-03-24,88.56310395262649,,,,
2021-03-25,77.25621027430525,,,,
2021-03-26,81.84606497382921,,,,
2021-03-29,89.8144610577591,89.90421074027707,,,
2021-03-30,89.47230269105782,90.21683815231299,,,
2021-03-31,91.1100602117514,90.056070587613,,,
2021-04-01,97.83120897720678,91.0273418351961,,,
2021-04-05,102.6150688466546,92.00833975849613,,,
2021-04-06,89.7661352202215,92.06137822975143,,,
2021-04-07,97.05022510586382,92.07149200788172,,,
2021-04-08,93.08409170821785,92.00854803522472,,,
2021-04-09,101.39914322714816,92.99691045117183,,,
2021-04-12,96.6091474053533,93.36942118693464,,,
2021-04-13,92.01003043603313,92.75957142058698,,,
2021-04-14,90.89886774010759,92.75152616635452,,,
2021-04-15,86.36070437534079,92.41827472763035,,,
2021-04-16,85.89079748654524,91.92777192698114,,,
2021-04-19,87.91848051536817,90.7237659518402,,,
2021-04-20,81.32997536574396,90.23123482963022,,,
2021-04-21,91.88409779089346,90.63550886810138,,,
2021-04-22,97.29104418906414,91.07190587992326,,,
2021-04-23,101.32931067323398,92.2755608998697,,,
2021-04-26,83.827960437092,92.37465567303283,,,
2021-04-27,89.99265384118154,92.38356531220396,,,
2021-04-28,82.11737876894412,92.01581911609827,,,
2021-04-29,88.8753873556943,91.90408547329542,,,
2021-04-30,79.70154385946962,90.99760221740857,,,
2021-05-03,89.07211011106901,90.32045428062928,,,
2021-05-04,103.59589246195665,91.01194214271604,,,
2021-05-05,101.21264135095204,91.22006295497046,,,
2021-05-06,92.73637442374124,91.20267709074662,,,
2021-05-07,89.54490461305465,90.60996516004195,,,
2021-05-10,91.22825874807538,90.34092072717806,,,
2021-05-11,84.33483205722106,89.95716080823745,,,
2021-05-12,103.53374530982111,90.58890468672311,,,
2021-05-13,101.63705562783109,91.35272224934764,,,
2021-05-14,95.12933225847291,91.81464898794403,,,
2021-05-17,95.63325040633048,92.20038748249213,,,
2021-05-18,85.9623171985915,92.43200457413452,,,
2021-05-19,92.01400558183163,92.43849996368142,,,
2021-05-20,96.60475575238772,92.4041855418476,,,
2021-05-21,98.51577924568053,92.26350897046993,,,
2021-05-24,93.71721466094915,92.75797168166278,,,
2021-05-25,87.9047312271849,92.65357555096296,91.64711720114799,,
2021-05-26,83.56023408563172,92.72571831679734,91.65279186173619,,
2021-05-27,94.24994739644252,92.99444631883475,91.65153412658105,,
2021-05-28,97.17070134158998,93.86790419294076,91.96428274851515,,
2021-06-01,93.36292077951363,94.082444726363,92.13707958849614,,
2021-06-02,94.77326920298059,93.64131356341419,92.23821131196055,,
2021-06-03,97.35113704580742,93.44823834815696,92.24659777033638,,
2021-06-04,98.93404287611229,93.75812177077552,92.32311563224896,,
2021-06-07,101.0955602214186,94.3356545511937,92.64751005413584,,
2021-06-08,89.51749385745893,94.25011630666287,92.65348607359188,,
2021-06-09,79.83672904734777,94.02521115616923,92.24731446166454,,
2021-06-10,96.11477361542373,93.65426257144937,92.33156447484232,,
2021-06-11,91.45286681011017,93.1450531305633,92.30535003584711,,
2021-06-14,93.88137251378174,93.08265514332875,92.2750253527513,,
2021-06-15,95.5299780309818,93.07749152456131,92.00054831963122,,
2021-06-16,87.86439880172586,93.17259560471803,91.94527833616092,,
2021-06-17,94.1465316895203,93.27922191010246,92.11774358062843,,
2021-06-18,93.65520241331531,93.13174424314886,92.20261188830658,,
2021-06-21,93.46044831747818,92.87897769673873,92.47268252235946,,
2021-06-22,97.7544171387822,93.08083782063038,92.73782172510866,,
2021-06-23,109.88335930294355,94.17976922441831,93.07230336252842,,
2021-06-24,96.43564066297819,94.82353955328564,93.18835899539376,,
2021-06-25,78.42362900996888,94.03222363396196,92.97691847536403,,
2021-06-28,92.24656455488004,93.78601679462646,92.88384106832525,,
2021-06-29,92.46208964722983,93.74097523801227,92.71462474833486,,
2021-06-30,92.78398978872664,93.64151126729958,92.7649223244766,,
2021-07-01,107.36191934270566,94.14205038214448,92.93678389509063,,
2021-07-02,102.78427774646116,94.33456212566192,93.09845366239468,,
2021-07-06,102.91638443529459,94.42560333635573,93.12374101586379,,
2021-07-07,91.18885040326359,94.50917116364596,93.03340273249563,,
2021-07-08,97.65720721345983,95.40019507195156,93.12752234545273,,
2021-07-09,101.17444032940267,95.6531784076505,93.29878188860766,,
2021-07-12,112.67328823213688,96.71419947875185,93.73732495288759,,
2021-07-13,105.93318353518842,97.31679002982217,94.07136472036498,,
2021-07-14,119.05489857045634,98.49303605679592,94.59030502128311,,
2021-07-15,92.85966849033417,98.74279954122633,94.78246657335963,,
2021-07-16,98.44098056366482,98.95752198493355,94.89174795290582,,
2021-07-19,97.28764977079784,99.13914435280768,94.89169137926804,,
2021-07-20,104.14192702862562,99.67321828836505,94.93856831852457,,
2021-07-21,100.23140815193548,99.79706783902272,95.21195911377195,,
2021-07-22,99.65215629526158,99.28550768863862,95.37295082133997,,
2021-07-23,105.64081068777827,99.74576618987861,95.76500801998719,,
2021-07-26,111.46437863903927,101.39780367133213,96.14149120804295,,
2021-07-27,102.46047381311843,101.90849913424405,96.52080670727042,,
2021-07-28,103.29642241678044,102.45021577272159,96.75787857903227,,
2021-07-29,97.75819764961514,102.69892616576601,96.66058366549326,,
2021-07-30,102.26339081231276,102.44399973924638,96.67809615651593,,
2021-08-02,104.60054773229702,102.53481323853816,96.8758323783252,,
2021-08-03,115.42131573264105,103.16005980340549,97.30710589698498,,
2021-08-04,106.86806456017527,103.94402051125105,97.56776932718664,,
2021-08-05,97.8861643890866,103.95546837003239,97.79362486605105,,
2021-08-06,105.77765480031862,104.1856290935782,97.83102335755936,,
2021-08-09,103.30103596627717,103.71701648028522,97.85875636320013,,
2021-08-10,125.71910142961664,104.70631237500663,98.36858584938585,,
2021-08-11,112.33765521075227,104.37045020702142,98.64699259612621,,
2021-08-12,120.7608375871638,105.7655086618629,99.22696793593576,,
2021-08-13,131.06000702613562,107.39645998498645,99.87773462667414,,
2021-08-16,114.88756703840995,108.27645584836705,100.18244814810785,,
2021-08-17,111.02661111698617,108.62069005278506,100.39096201262961,,
2021-08-18,113.4716816592661,109.28270372815162,100.72020312926823,,
2021-08-19,108.81680177092541,109.7409360019348,101.06873763833056,96.35792741973928,
2021-08-20,109.03301490770582,109.91054621293117,101.49328398536515,96.57303792355066,
2021-08-23,112.95748381194016,109.98520147157623,101.80507625895676,96.72830519276891,
2021-08-24,126.60066770165756,111.19221116600318,102.29557569829123,97.12992922340318,
2021-08-25,111.86848709730558,111.62081440002945,102.60400180358776,97.37054069604196,
2021-08-26,121.1970956407561,112.79275929958649,103.04439891088403,97.64130511142228,
2021-08-27,114.85303615303455,113.42224156662257,103.33609722933781,97.79134749983709,
2021-08-30,100.16953016570676,113.20069068829307,103.35668868416438,97.83990215820667,
2021-08-31,115.30146722851802,113.19469826308689,103.59345380094938,98.1204819275426,
