date,weighted_price,ma_20,ma_60,ma_120,ma_240
2021-03-02,143.66499394566836,,,,
2021-03-03,148.57306581072817,,,,
2021-03-04,146.45533094930863,,,,
2021-03-05,142.02929175143942,,,,
2021-03-08,130.17418296690812,,,,
2021-03-09,133.4212170280791,,,,
2021-03-10,129.76870390977996,,,,
2021-03-11,123.70145960462533,,,,
2021-03-12,134.2600508807447,,,,
2021-03-15,149.35786359040725,,,,
2021-03-16,127.45550682764906,,,,
2021-03-17,118.96641001568602,,,,
2021-03-18,125.67654256687588,,,,
2021-03-19,132.06953302879248,,,,
2021-03-22,131.7673414549517,,,,
2021-03-23,125.13346957386986,,,,
2021-03-24,120.86530170247197,,,,
2021-03-25,128.8289672008247,,,,
2021-03-26,153.7921926576759,,,,
2021-03-29,132.2573223852602,133.91093739258733,,,
2021-03-30,128.70590773030258,133.16298308181905,,,
2021-03-31,133.92892948027912,132.4307762652966,,,
2021-04-01,149.54963778019757,132.58549160684106,,,
2021-04-05,121.87074186188956,131.57756411236355,,,
2021-04-06,144.15667814485127,132.27668887126072,,,
2021-04-07,142.8412321639277,132.74768962805314,,,
2021-04-08,155.14635963212496,134.01657241417038,,,
2021-04-09,149.63944280251914,135.3134715740651,,,
2021-04-12,129.7748674886871,135.08921240446222,,,
2021-04-13,122.40780838738496,133.7417096443111,,,
2021-04-14,109.52089157995053,132.84497888192618,,,
2021-04-15,131.21711036146317,133.45751389921503,,,
2021-04-16,133.24624377790164,133.8359989597663,,,
2021-04-19,125.46380110407466,133.50571236353042,,,
2021-04-20,130.24686912448658,133.42968874700716,,,
2021-04-21,124.1335983849647,133.3796951875619,,,
2021-04-22,126.80924975490083,133.67689259018334,,,
2021-04-23,145.13331244138382,134.49210985221129,,,
2021-04-26,141.12321648381078,133.85866104351805,,,
2021-04-27,141.4820477558749,134.3198973120488,,,
2021-04-28,147.54335771689003,135.26176981137814,,,
2021-04-29,121.71730695910031,134.65118868531923,,,
2021-04-30,138.108047301889,134.07910916140378,,,
2021-05-03,131.12861472472784,134.5420028045457,,,
2021-05-04,122.54818120133412,133.46157795736983,,,
2021-05-05,122.87561247682274,132.4632969730146,,,
2021-05-06,124.45789056475441,130.92887351964606,,,
2021-05-07,131.22518616039162,130.00816068753971,,,
2021-05-10,110.18127431006857,129.02848102860875,,,
2021-05-11,93.23229159443335,127.5697051889612,,,
2021-05-12,105.77989165946771,127.38265519293705,,,
2021-05-13,111.60279550728482,126.40193945022813,,,
2021-05-14,131.2535461454099,126.30230456860355,,,
2021-05-17,129.687137587709,126.51347139278525,,,
2021-05-18,138.15570572068836,126.90891322259533,,,
2021-05-19,158.01030311008623,128.6027484588514,,,
2021-05-20,157.52725779962867,130.1386488610878,,,
2021-05-21,147.72943351172125,130.2684549146047,,,
2021-05-24,141.24671305877516,130.2746297433529,,,
2021-05-25,142.32710960085683,130.316882835602,132.84923918007937,,
2021-05-26,155.14406836429413,130.6969183679722,133.04055708705647,,
2021-05-27,182.05277331062052,133.7136916855482,133.59855221205467,,
2021-05-28,159.77141164988873,134.7968599029482,133.8204868903977,,
2021-06-01,151.89870838213233,135.83536458581844,133.9849771675759,,
2021-06-02,125.72339716000344,135.9941253837519,133.9107974041275,,
2021-06-03,144.9146041563559,137.09607496772855,134.10235385626544,,
2021-06-04,167.58933624417298,139.25264725169947,134.73269772850531,,
2021-06-07,161.33363630817496,140.75806975908864,135.35990067356448,,
2021-06-08,154.82186639233475,142.99009936320198,135.70259759875765,,
2021-06-09,161.36055996074793,146.39651278151766,135.9026425382633,,
2021-06-10,143.13037437098203,148.2640369170934,136.1638903306522,,
2021-06-11,162.09221399943223,150.78850784170078,136.8826537303813,,
2021-06-14,157.1701863462317,152.08433985174184,137.40754779337055,,
2021-06-15,141.52923353687757,152.67644464920028,137.56520946850532,,
2021-06-16,135.24864769263755,152.53109174779775,137.62323123913342,,
2021-06-17,157.60240711601526,152.5106969480942,138.16438019816917,,
2021-06-18,159.01979724088383,152.58532392015695,138.8002884571427,,
2021-06-21,161.50211273698864,153.27395788142033,139.34484088274542,,
2021-06-22,163.56901981867472,154.39007321941529,139.50778800209542,,
2021-06-23,149.3804266069236,154.74273906971865,139.79317307245645,,
2021-06-24,150.74636552847264,154.52285392792757,140.1605140357593,,
2021-06-25,155.14054382887613,153.17724245384036,140.51404094156925,,
2021-06-28,157.16553022997738,153.0469483828448,140.6409724823989,,
2021-06-29,156.65049688100078,153.2845378077882,141.2206350660508,,
