sector,ema_window,threshold,trades,win_rate,avg_profit,median_profit
GPU/CPU & Compute,120,0.0025,46,0.5434782608695652,0.0023667760368423726,0.020127520514106156
GPU/CPU & Compute,120,0.005,76,0.5526315789473685,0.009314970062768137,0.021980496314693787
GPU/CPU & Compute,120,0.01,126,0.5634920634920635,0.019844584890299197,0.031224168041094957
GPU/CPU & Compute,120,0.02,175,0.52,0.009761426305538437,0.016606520229298205
GPU/CPU & Compute,240,0.0,4,0.25,-0.05690618970308034,-0.035623261661179406
GPU/CPU & Compute,240,0.0025,28,0.4642857142857143,-0.015218798430161416,-0.019171454218818107
GPU/CPU & Compute,240,0.005,42,0.5238095238095238,0.006061427172025894,0.010385835985155745
GPU/CPU & Compute,240,0.01,76,0.5657894736842105,0.01858275018696961,0.03854948193543595
GPU/CPU & Compute,240,0.02,114,0.5964912280701754,0.030995055727973526,0.03966387175737418
EDA & Design Software,5,0.0,5,0.2,-0.02926469372032836,-0.036299603411013126
EDA & Design Software,5,0.0025,569,0.5254833040421792,0.010767165893939497,0.0056427026544494385
EDA & Design Software,5,0.005,927,0.5329018338727076,0.012088691339571075,0.010185123481980085
EDA & Design Software,5,0.01,1136,0.5325704225352113,0.011211966997442617,0.010731201052827988
EDA & Design Software,5,0.02,884,0.5203619909502263,0.011877664518525939,0.007128272576069183
EDA & Design Software,10,0.0,5,0.2,-0.02926469372032836,-0.036299603411013126
EDA & Design Software,10,0.0025,357,0.5434173669467787,0.01398133765555979,0.009560078488980661
EDA & Design Software,10,0.005,633,0.5434439178515008,0.014084868175280955,0.01186104680678901
EDA & Design Software,10,0.01,877,0.5359179019384265,0.013325542226146707,0.010312226311356198
EDA & Design Software,10,0.02,862,0.5266821345707656,0.0107287212483942,0.00856217274873794
EDA & Design Software,20,0.0,5,0.2,-0.02926469372032836,-0.036299603411013126
EDA & Design Software,20,0.0025,224,0.5625,0.012164779761236267,0.015887631557097492
EDA & Design Software,20,0.005,398,0.5376884422110553,0.01245083413208785,0.012163406519887787
EDA & Design Software,20,0.01,631,0.5562599049128367,0.01715789352259385,0.017790032837849745
EDA & Design Software,20,0.02,738,0.5447154471544715,0.014562059091878217,0.014598784046826685
EDA & Design Software,60,0.0,5,0.2,-0.02926469372032836,-0.036299603411013126
