lookback,ma_window,top_k,rebalance_bars,total_return,cagr,sharpe,sortino,max_drawdown,win_rate,bench_total_return
20,120,3,5,0.5956337649808554,0.14347252177788494,0.6088965246948709,0.8939492505984984,-0.4264458676446288,0.4430523917995444,0.7821501425102448
20,120,2,5,0.7340686646878494,0.17109751060597023,0.684920309223748,1.0077700268630996,-0.41646008745904606,0.438496583143508,0.7821501425102448
90,120,3,5,0.6881181573687993,0.1621082203349551,0.6769416129596145,0.9451247291544406,-0.5065327751960238,0.438496583143508,0.7821501425102448
40,120,5,5,0.2942591585629264,0.0768152812620222,0.406605685170111,0.5902967275704982,-0.5785495130950946,0.438496583143508,0.7821501425102448
40,120,4,5,0.43474039436793444,0.10912758338956463,0.5137447850273377,0.7530334304109488,-0.5824268575948182,0.43735763097949887,0.7821501425102448
40,120,3,10,0.0772324257822472,0.021574960257509934,0.21661466099062632,0.3071203324704496,-0.6553976068593215,0.43507972665148065,0.7821501425102448
60,120,4,10,0.19175780698710243,0.05162260497469373,0.3201917189737034,0.43262482716315526,-0.6153390505245182,0.43394077448747154,0.7821501425102448
90,120,2,5,0.6068835241870127,0.14577984733355476,0.617681478706796,0.8486672228813772,-0.4876697608717264,0.4316628701594533,0.7821501425102448
90,120,3,10,0.5236365933387719,0.1284243533669609,0.5754887899368459,0.7860167811945752,-0.5421769508973183,0.4316628701594533,0.7821501425102448
60,120,3,10,0.3895495201677297,0.09898941767237557,0.47418960586473363,0.6342862856488212,-0.6117661818006237,0.4316628701594533,0.7821501425102448
90,120,4,5,0.5740920473579976,0.13902174018292612,0.6126287656529834,0.8633062968159111,-0.47580564453489316,0.4293849658314351,0.7821501425102448
90,120,2,10,0.4277069431854863,0.1075647991457569,0.49705933892955506,0.6712365694780928,-0.5399246228232599,0.4271070615034169,0.7821501425102448
60,120,4,5,0.39439994657959887,0.1000887309149141,0.4858675276509066,0.6825585987869843,-0.5522642449009689,0.4271070615034169,0.7821501425102448
60,120,5,10,0.1591900639090098,0.04329540466821458,0.29198271754362143,0.39825448914795647,-0.5928540577402381,0.4271070615034169,0.7821501425102448
90,120,5,5,0.4735702448902659,0.11765836654886286,0.5451620830458193,0.7788014079601303,-0.48488122477566253,0.42596810933940776,0.7821501425102448
90,120,4,10,0.3851695980335834,0.09799438722368703,0.4795023897496388,0.6570003817969449,-0.531065665455459,0.42596810933940776,0.7821501425102448
90,120,5,10,0.3830845478821916,0.0975199172718546,0.4806587305601481,0.6710503011104317,-0.5215258823251078,0.42482915717539865,0.7821501425102448
60,120,5,5,0.2945371287136691,0.07688163214300303,0.4104923637010309,0.5761372911755364,-0.5543419303053847,0.42482915717539865,0.7821501425102448
60,120,2,10,0.2650948681985401,0.06979663013006143,0.3764306137444284,0.49739837882735666,-0.6167027107285331,0.42482915717539865,0.7821501425102448
40,120,3,5,0.26779955441719405,0.07045236167119828,0.3842905643386921,0.54586371221912,-0.6018254260808514,0.42369020501138954,0.7821501425102448
60,120,3,5,0.36068087851160335,0.09238930770158738,0.45565611340539286,0.6227975077900635,-0.5326705283619266,0.42255125284738043,0.7821501425102448
60,120,2,5,0.29425198519298035,0.0768135688594509,0.4008859821771782,0.5469229732695751,-0.5285774806740158,0.4202733485193622,0.7821501425102448
